CASRN,Name,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
75-74-1,Tetramethyllead,Flammable liquids - Category 3,,,,"The flash point is 37.8degC (c.c.) (ICSC, 2003) which is classified into Category 3. The list of the UN Recommendations on the Transport of Dangerous Goods does not contain ""tetramethyl lead""; it only refers to ""UN#1649 (Motor Fuel Anti-Knock Mixture),"" the classes of which are all ""toxic substances."" A special provision, however, set forth that ""substances with a flash point of less than 60degC should be labeled as ""flammable liquid.""","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
75-86-5,"Propanenitrile, 2-hydroxy-2-methyl-",Flammable liquids - Category 4,-,Warning,Combustible liquid,"Flash point: 74degC, Boiling point: 95degC","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-91-2,tert-Butyl hydroperoxide,Flammable liquids - Category 2,,,,"Because of a lack of data on the flash point. The substance can be classified into Category 2 or 3 with the flash point of <27degC (c.c.) (NFPA (13th, 2002)) and the boiling point of 89degC (decomposition) (Lide (84th, 2003)), and is placed in ""Category 2"" from the viewpoint of safety.","Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
764-41-0,"2-Butene, 1,4-dichloro-",Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,"Flash point: 59degC (ACGIH, 2001)","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
765-34-4,"2,3-epoxypropionaldehyde",Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,Category 3 because of its flash point: 31degC,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
767-10-2,1-butylpyrrolidine,Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,"Category 3 because of its flash point: 34.7degC (Guidance of poison deleterious substance handling, JijiPress Ltd. Latest ed., 2001)","Jan. 23, 2007 (Environmental Hazards: Mar. 31, 2006)"
768-52-5,"Aniline, N-(1-methylethyl)-",Flammable liquids - Category 4,-,Warning,Combustible liquid,"Category 4 because of its flash point: 87.7 degC (HSDB, 2005)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
77-73-6,Dicyclopentadiene,Flammable liquids - Category 3(industrial products),Flame,Warning,Flammable liquid and vapour,Category 1 because of its flash point: :23degC - 60degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
77-78-1,Dimethyl sulfate,Flammable liquids - Category 4,-,Warning,Combustible liquid,Flash point: >60degC and <=93degC,"Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
7778-39-4,Arsenic acid,Flammable liquids - Not classified (aqueous solution),,,,Arsenic acid 0.5 hydrate is classified as non-flammable (HSDB (2006)),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7786-34-7,Mevinphos,Flammable liquids - Category 4,-,Warning,Combustible liquid,Flash point: 79.5degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-00-2,"Lead, tetraethyl-",Flammable liquids - Category 4,-,Warning,Combustible liquid,"Although the flash point at 93 - 94 degC (Hommmel, Sax) is at the maximum, or outside of Category 4, there is other information, including 71 degC, 80 degC, etc., in another document (IUCLID (2000)). These may have been influenced by impurity dichloroethane (flash point: 13 degC). Also taking these commercial items into consideration, it was classified as as ""Category 4"".   ","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
78-10-4,"Silicic acid, (H4SiO4), tetraethyl ester",Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,Flash point: >=23degC and <=60degC,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-59-1,"2-Cyclohexen-1-one, 3,5,5-trimethyl-",Flammable liquids - Category 4,-,Warning,Combustible liquid,"Although flash point by open cup measuring device was 96.1 degC, it adopted 84 degC of flash point by a closed cup flash point analyzer device, and was classified as Category 4 (GHS standards: flash point being more than 60 degC and 93 degC or less). ","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-78-4,"Butane, 2-methyl-",Flammable liquids - Category 1,Flame,Danger,Extremely flammable liquid and vapour,"Flash point: <23degC, Initial boiling point: <=35degC","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-79-5,Isoprene,Flammable liquids - Category 1,,,,"The flash point is -54degC (c.c.) (ICSC, 2004) and the boiling point is 34degC, which is classified into Category 1. Those containing stabilizers are classified into Class 3 and Packing Group I (UN#1218) (UN Recommendations on the Transport of Dangerous Goods)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-82-0,"Propanenitrile, 2-methyl-",Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"Category 2 because of UNRTDG No. 2284 Class: 3(6.1), PGII and its flash point: 8degC and initial boiling point (boiling point): 107degC (Sax, 11th, 2004).","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
78-83-1,"1-Propanol, 2-methyl-",Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,"Flash point: >=23degC and <=60degC, UNRTDG Class: 3, PGIII","Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
78-84-2,Isobutyraldehyde,Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"Since the flash point by Lide(88th,2007) is -18degC and the boiling point is 64.5degC, it was classified into Category 2.",2009.3.31
78-87-5,"1,2-Dichloropropane",Flammable liquids - Category 2,,,,"The flash point is 16degC (c.c.) (ICSC, 2000) and the boiling point is 96degC, which is classified into Category 2. Classified into Class 3 and Packing Group II (UN#1279) (UN Recommendations on the Transport of Dangerous Goods)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-92-2,Butan-2-ol,Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,Flash point: >=23degC and <=60degC,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
78-93-3,2-Butanone,Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"Flash point: <23degC, Boiling point: >35degC, UNRTDG Class: 3, PG II","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
78-94-4,butenone,Flammable liquids - Category 1,Flame,Danger,Extremely flammable liquid and vapour,"UNRTDG Subsidiary risks Class: 3, 8, PG I","Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-95-5,"2-Propanone, 1-chloro-",Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"Adopting 7 degC of flash point and 120 degC of boiling point, it was classified as Category 2 (GHS standards: flash point being less than 23 degC, and initial boiling point being more than 35 degC). Moreover, according to UNRTDG class 6.1 subsidiary risks 3 and 8 PG: I, it will be classified as Category 1. But it is not clear whether PG I corresponds with subsidiary risk 3.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7803-57-8,Hydrazine hydrate,Flammable liquids - Category 4,,,,"The flash point is 75degC (open cup flash test) (BUA205(1996)), which is classified into Category 4.
Classified into Division 6.1, Class 8 and Packing Group I-III (UN Recommendations on the Transport of Dangerous Goods) (a special provision, however, set forth that ""substances assigned to Packing Group I with a flash point of less than 60degC should be labeled as ""flammable liquid"") (hydrazine hydrate refers to UN#2030 (aqueous solutions with a concentration of 37% by mass or more)).  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-09-4,Propionic acid,Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,Flash point: >=23degC and <=60degC,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
79-10-7,Acrylic acid,Flammable liquids - Category 3,,,,"The flash point is 54degC (c.c.) (ICSC, 1999), which is classified into Category 3, those containing stabilizers are classified into Class 3 and Class 8 (UN#2218) (UN Recommendations on the Transport of Dangerous Goods)
","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-20-9,Methyl acetate,Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"Flash point: -10degC(<23degC), Boiling point: 56.9degC(>35degC)","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
79-21-0,Peroxyacetic acid,Flammable liquids - Category 4,-,Warning,Combustible liquid,Flash point: >60degC and <=90degC,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
79-24-3,"Ethane, nitro-",Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,"Flash point: >=23degC and <=60degC, UNRTDG Class: 3, PGIII","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-41-4,Methacrylic acid,Flammable liquids - Category 4,,,,"The flash point is 68degC (c.c.) (ICSC (2004)), which is classified into Category 4.  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-44-7,Dimethyl carbamyl chloride,Flammable liquids - Category 4,-,Warning,Combustible liquid,Category 3 because of its flash point: between 60 and 90 degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
79-46-9,"Propane, 2-nitro-",Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,"Flash point: >=23degC and <=60degC, UNRTDG Class: 3, PGIII","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
80-15-9,2-Hydroperoxy-2-phenylpropane,Flammable liquids - Category 4,-,Warning,Combustible liquid,"Since the flash point by NFPA (13th,2002) is 79degC, it was classified into Category 4.",2009.3.31
80-62-6,Methyl methacrylate,Flammable liquids - Category 2,,,,"The flash point is 10degC (open cup flash test) (ICSC, 2003) and the boiling point is 100.5degC, which is classified into Category 2. Those containing stabilizers are classified into Class 3 and Packing Group II (UN#1247) (UN Recommendations on the Transport of Dangerous Goods)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
8001-58-9,Creosote,Flammable liquids - Category 4,-,Warning,Combustible liquid,Category 4 because of its flash point: 60 to 93degC,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
8003-34-7,Pyrethrins and Pyrethroids,Flammable liquids - Category 4,-,Warning,Combustible liquid,Flash point: >60degC and <=93degC,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
8006-61-9,"Gasoline, natural",Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"Category 2 because of its flash point: -45degC, initial boiling point: 39degC, and UNRTDG Class: 3, PGIII","Mar. 23, 2006"
8006-64-2,Turpentine oil,Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,"Flash point: >=23degC and <=60degC, UNRTDG Class: 3, PGIII","Mar. 23, 2006"
8008-20-6,Kerosine petroleum,Flammable liquids - Classification not possible (Category 3 or Category 4),Flame,Warning,Flammable liquid and vapour,"Although classified into PGIII equivalent to Category 3 in UNRTDG, the range of the flash point is widely distributed in given information. So if the flash point is not measured about a real sample, it cannot be judged. In addition, the acceptance criteria is as follows.
Category 3: 23 degC<= flash point <=60degC, Category 4: 60 degC< flash point <=93 degC   ","Mar. 23, 2006"
8052-41-3,Stoddard solvent,Flammable liquids - Classification not possible (Category 1-3),Flame,Danger,Extremely flammable liquid and vapour,"Since compositions and fraction ranges vary with origin of manufacture, the flash point cannot be determined. Moreover, also in the classification applied to this product, packing Division is in range 1-3 by domestic laws.
Therefore, if flash point and initial boiling point (can be substituted with boiling point) are not measured with an actual sample, it cannot be judged. The acceptance criteria are as follows:
Category 1: flash point <23 degC, boiling point (initial boiling point) <=35 degC; Category2: flash point <23-degC and boiling point (initial boiling point)> 35 degC; Category3: 23 degC<= flash point <=60 degC  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
8065-48-3,Demeton (mixed isomers),Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,Category 3 because of its flash point: 45degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
869-29-4,allylidene di(acetate),Flammable liquids - Category 4,-,Warning,Combustible liquid,"Since the flash point was 180F (equivalent of 82.2 degC) (open cup) (Sax, 11th, 2004), it was classified as Category 4.","Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
87-68-3,"Butadiene, hexachloro-",Flammable liquids - Classification not possible (Category 4 or Not classified),-,Warning,Combustible liquid,"The data obtained from materials are deviated. Therefore, if flash point and initial boiling point (can be substituted with boiling point) are not measured with an actual sample, it cannot be judged. The acceptance criteria are as follows:
Category 4: 60-degC< flash point <=93 degC; out of Category: flash point >93 degC.  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
90-02-8,Salicylaldehyde,Flammable liquids - Category 4,,,,"The flash point is 78degC (c.c.) (NFPA (13th, 2002)) which is classified into Category 4.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
90-12-0,1-methylnaphthalene,Flammable liquids - Category 4,-,Warning,Combustible liquid,"Since the flash point by ICSC(1997) is 82degC, it was classified into Category 4.",2009.3.31
9016-45-9,Poly(oxyethylene) nonylphenyl ether,Flammable liquids - Not classified (EO9.5),,,,The flash point is 282degC (CERI-NITE Hazard Assessment (2004)) (EO9.5). ,"Nov. 20, 2006 (Environmental Hazards: Jan. 25, 2007)"
9036-19-5,Poly(oxyethylene) octylphenyl ether,Flammable liquids - Not classified (when 9 moles of ethylene oxide added),,,,The flash point is 296degC (open cup flash test) (when 9 moles of ethylene oxide added) (CERI Hazard Data (2001)),"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
944-22-9,fonofos,Flammable liquids - Category 4,-,Warning,Combustible liquid,Category 4 because of its flash point: 90degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-13-6,indene,Flammable liquids - Category 4,-,Warning,Combustible liquid,Category 4 because of its flash point: 78.3degC and liquid,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-47-6,o-Xylene,Flammable liquids - Category 3,,,,"The flash point is 32degC (c.c.) (ICSC, 2002) which is classified into Category 3. Classified into Class 3 and Packing Group II-III (UN#1307 (Xylene)) (UN Recommendations on the Transport of Dangerous Goods)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-49-8,o-Chlorotoluene,Flammable liquids - Category 3,,,,"The flash point is 43degC (c.c.) (ICSC, 2003) which is classified into Category 3. Classified into Class 3 and Packing Group III (UN#2238 (chlorotoluene)) (UN Recommendations on the Transport of Dangerous Goods)","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-50-1,o-Dichlorobenzene,Flammable liquids - Category 4,,,,"The flash point is 66degC (c.c.) (ICSC, 2003) which is classified into Category 4. Classified into Division 6.1 (UN#1591) (UN Recommendations on the Transport of Dangerous Goods)","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
95-53-4,o-Toluidine,Flammable liquids - Category 4,,,,"The flash point is 85degC (c.c.) (NFPA (13th, 2002)) which is classified into Category 4.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-57-8,2-Chlorophenol,Flammable liquids - Category 4,-,Warning,Combustible liquid,"Since the flash point by HSDB(2005) is 64degC(closed type), it was classified into Category 4.",2009.3.31
95-63-6,"1,2,4-Trimethylbenzene",Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,"Since the flash point by ICSC(2002) is 44degC(closed type), it was classified into Category 3.",2009.3.31
95-68-1,"2,4-Dimethylaniline",Flammable liquids - Category 4,-,Warning,Combustible liquid,"Since the flash point by ICSC(2007) is 90degC, it was classified into Category 4.",2009.3.31
95-73-8,"2,4-Dichlorotoluene",Flammable liquids - Category 4,-,Warning,Combustible liquid,"Since the flash point by HSDB(2003) is 93degC(open type), it was classified into Category 4.",2009.3.31
96-09-3,"Oxirane, phenyl-",Flammable liquids - Category 4,-,Warning,Combustible liquid,Flash point: >60degC and <=93degC,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-12-8,Dibromochloropropane,Flammable liquids - Category 4,-,Warning,Combustible liquid,Category 4 because of its flash point: >60degC and <90degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-18-4,"Propane, 1,2,3-trichloro-",Flammable liquids - Category 4,-,Warning,Combustible liquid,Flash point: >60degC and <=93degC,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-22-0,3-Pentanone,Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"Flash point: <23degC, Initial boiling point: >35degC","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-23-1,"1,3-Dichloro-2-propanol",Flammable liquids - Category 4,,,,"The flash point is 74degC (open cup flash test) (NFPA (13th, 2002)), which is classified into Category 4.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-33-3,Methyl acrylate,Flammable liquids - Category 2,,,,"The flash point is -2.8degC (c.c.) (ICSC, 2004) and the boiling point is 80.5degC, which is classified into Category 2. Those containing stabilizers are classified into Class 3 and Packing Group II (UN#1919) (UN Recommendations on the Transport of Dangerous Goods)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
97-88-1,n-Butyl methacrylate,Flammable liquids - Category 3,,,,"The flash point is 41degC (ICSC (2000)), which is classified into ""Category 3."" Those containing stabilizers are classified into Class 3 (UN#2227) (UN Recommendations on the Transport of Dangerous Goods).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
97-93-8,"Aluminium, triethyl-",Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"It was classified as Category 2 based on flash point at -53 degC and initial boiling point at 194 degC (Sax (11th, 2004, p.3545)).","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-00-0,2-Furanmethanol,Flammable liquids - Category 4,-,Warning,Combustible liquid,Flash point: >60degC and <=93degC,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-01-1,2-Furaldehyde,Flammable liquids - Classification not possible (Category 3 or Category 4),Flame,Warning,Flammable liquid and vapour; Combustible liquid,"There is data of with 60 degC which is a boundary value between Category 3 and 4. Therefore, if the flash point is not measured with a real sample, it cannot be judged. The acceptance criteria are as follows:
Category 3: 23 degC<= flash point <=60 degC; Category4: 60 degC< flash point <=93 degC ","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-51-1,"Toluene, 4-tert-butyl-",Flammable liquids - Classification not possible (Category 3 or Category 4),Flame,Warning,Flammable liquid and vapour; Combustible liquid,"Available flash point data are distributed in both Category 3 and 4. Therefore, if the flash point is not measured with a real sample, it cannot be judged. The acceptance criteria are as follows:
Category 3: 23 degC<= flash point <=60 degC; Category4: 60 degC< flash point <=93 degC       ","Oct. 1, 2005 (Environmental Hazards: Mar. 31, 2006)"
98-82-8,Cumene,Flammable liquids - Category 3,Flame,Warning,Flammable liquid and vapour,It was classified as Category 3 based on flash point: 31 degC and UN No.1918 Class: 3 Packing group III.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-83-9,alpha-Methylstyrene,Flammable liquids - Category 3,,,,"The flash point is 54degC (ICSC (2004)), which is classified into Category 3. Classified into Class 3, Packing Group III (UN#2303) (UN Recommendations on the Transport of Dangerous Goods).  ","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-86-2,Acetophenone,Flammable liquids - Category 4,-,Warning,Combustible liquid,"Although flash point data varies from 82 - 105 degC, it was classified as Category 4 (GHS standards: flash point being more than 60 degC but 93 degC or less) as the lowest flash point being 82 degC (Open Cup).  ","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-87-3,"Benzene, (dichloromethyl)-",Flammable liquids - Category 4,-,Warning,Combustible liquid,Category 4 because of its flash point: 85degC (Chapman ver.13.1 2005),"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-88-4,Benzoyl chloride,Flammable liquids - Category 4,-,Warning,Combustible liquid,"Flash point: 88degC(Merck, 13th, 2001)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-95-3,Nitrobenzene,Flammable liquids - Category 4,,,,"The flash point is 88degC (c.c.) (ICSC, 2004), which is classified into Category 4.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID492Poly-15),Poly(oxyethylene) alkyl ether (alkyl C=12-15),Flammable liquids - Not classified (poly(oxyethylene) dodecyl ether ),,,,The flash point is >93degC (c.c.) (NFPA (2002)) (poly(oxyethylene)dodecyl ether (the number of ethylene oxide units unknown)). ,"Nov. 20, 2006 (Environmental Hazards: Jan. 25, 2007)"
ID723Coalhtha,Coal tar naphtha,Flammable liquids - Category 2,Flame,Danger,Highly flammable liquid and vapour,"Since flash point was 21 degC (<23 degC), and initial boiling point was 160 - 300 degC (> 35 degC), it was classified as Category 2.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID819petrther,petroleum ether,Flammable liquids - Category 1,Flame,Danger,Extremely flammable liquid and vapour,Category 1 because of its flash point: -49degC(< 23degC) and initial Boiling point: 30degC(<= 35degC),"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID820Petrhtha,Petroleum naphtha,Flammable liquids - Category 1,Flame,Danger,Extremely flammable liquid and vapour,"It was classified as Category 1 based on -6.7 degC of flash point (<23 degC) (Renzo (3rd, 1986)) and 30 degC of boiling point (<=35 degC) (IUCLID (2000)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID821Petrzine,Petroleum benzine,Flammable liquids - Category 1,Flame,Danger,Extremely flammable liquid and vapour,"It was classified as Category 1 based on flash point: about -40 degC (solvent pocket book (1997)) and initial boiling point: 35 degC (Merck (13th, 2001)).","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
