CASRN,Name,Hazard class,Classification,Symbol,Signal word,Hazard statement,Rationale for classification,Date of classification
2475-45-8,"1,4,5,8-tetraaminoanthraquinone",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
74925-56-7,Stannous silicofluoride,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-79-5,Isoprene,Corrosive to metals,Classification not possible,,,,"Test methods applicable to gaseous substances are not available - boiling point: 34degC (ICSC, 2004), test temperature: 55degC","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1313-13-9,Manganese dioxide,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
379-52-2,fentin fluoride,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
7789-09-5,Ammonium dichromate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
314-40-9,bromacil,Corrosive to metals,Classification not possible,-,-,-,"Liquid at a test temperature, 55degC. Test methods applicable to solid substances are not available.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
298-02-2,"O,O-diethyl ethylthiomethyl phosphorodithioate",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
34590-94-8,"2-Propanol, 1-(2-methoxypropoxy)- ; Dipropylene Glycol Methyl Ether ",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
20859-73-8,aluminium phosphide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-07-0,Acetaldehyde,Corrosive to metals,Not classified,,,,"Classified into Class 3 (UN Recommendations on the Transport of Dangerous Goods, UN#1089)","Mar. 23, 2006"
65907-30-4,"2,3-dihydro-2,2-dimethyl-7-benzofuryl 2,4-dimethyl-6-oxa-5-oxo-3-thia-2,4-diazadecanoate",Corrosive to metals,Classification not possible,-,-,-,No data available (Melting point: 42.6-45.7degC),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
593-60-2,bromoethylene,Corrosive to metals,Classification not possible,-,-,-,"Test methods applicable to gas or liquid substances at a test temperature, 55degC, are not available.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
104-94-9,p-Anisidine,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
95-13-6,indene,Corrosive to metals,Classification not possible,-,-,-,No data available,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-84-2,Isobutyraldehyde,Corrosive to metals,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
1320-37-2,Dichlorotetrafluoroethane,Corrosive to metals,Classification not possible,,,,Test methods applicable to gaseous substances are not available,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6159-44-0,Uranyl acetate dihydrate ,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
10311-84-9,"2-chloro-1-phthalimidoethyl O,O-diethyl phosphorodithioate",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-92-3,"1-Allyloxy-2,3-epoxypropane",Corrosive to metals,Not classified,,,,"Classified into Class 3 (UN Recommendations on the Transport of Dangerous Goods, UN#2219)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
9036-19-5,Poly(oxyethylene) octylphenyl ether,Corrosive to metals,Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
16872-11-0,"Borate(1-), tetrafluoro-, hydrogen",Corrosive to metals,Category 1,"Corrosion
","Warning
",May be corrosive to metals,"Although there is no test data, UNRTDG is classified into 8 and II according to the UNRTDG No. (1775). Since there is a description as a use that ""to clean metal surfaces before welding; to brighten aluminum; as a solute in electrolytes for plating metals such as chromium, iron, nickel, copper, silver, zinc, cadmium, indium, tin, and lead (has a high throwing power)"" (Merck, 13th, 2001), it was set as Category 1.  ","Jun. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
618-85-9,"3,5-Dinitrotoluene",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
62-50-0,ethyl methanesulphonate,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
10112-91-1,Dimercury dichloride,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
3761-53-3,"disodium 1-(2,4-dimethylphenylazo)-2-hydroxynaphthalene-3,6-disulphonate",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-08-1,Ethanethiol,Corrosive to metals,Classification not possible,-,-,-,"Test methods applicable to gas substances are not available. Boiling point: 35degC (ICSC, 2004)","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
100-21-0,Terephthalic Acid,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
6459-94-5,"disodium 8-((3,3'-dimethyl-4'-(4-(4-methylphenylsulphonyloxy)phenylazo)(1,1'-biphenyl)-4-yl)azo)-7-hydroxynaphthalene-1,3-disulphonate",Corrosive to metals,Classification not possible,-,-,-,"Liquid at a test temperature, 55degC. Test methods applicable to solid substances are not available.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
53558-25-1,1-(4-nitrophenyl)-3-(3-pyridylmethyl)urea,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
105-60-2,epsilon-caprolactam,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
118-75-2,"2,3,5,6-Tetrachloro-p-benzoquinone",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
627-13-4,propyl nitrate,Corrosive to metals,Classification not possible,-,-,-,No data available on corrosion to metals,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10103-61-4,"arsenic acid, copper salt",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7488-55-3,tin sulphate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
160430-64-8,N1-[(6-Chloro-3-pyridyl)methyl]-N2-cyano-N1-methylacetamidine,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available (Melting point: 98.9degC),"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1310-32-3,iron selenide,Corrosive to metals,Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
88-89-1,Picric acid,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
5827-05-4,"S-(ethylsulfinyl)methyl O,O-di(isopropyl) dithiophosphate",Corrosive to metals,Classification not possible,-,-,-,No data available,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
85-68-7,n-Butyl benzyl phthalate,Corrosive to metals,Classification not possible,,,,No data available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
470-90-6,"2-Chloro-1-(2,4-dichlorophenyl)vinyl diethyl phosphate; Chlorfenvinphos; CVP",Corrosive to metals,Not classified,,,,"The substance acts on iron and steel according to ICSC (2004). Classified into Division 6.1 (UN#3018 Organophosphorous Pesticide, liquid, toxic (ICSC, 2004) (UN Recommendation on the Transport of Dangerous Goods). ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
78-92-2,Butan-2-ol,Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 3,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
63-25-2,Carbaryl,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jul. 24, 2006 (Environmental Hazards: Sep. 20, 2006)"
3761-41-9,"O,O-dimethyl O-[3-methyl-4-(methylsulfinyl)phenyl] thiophosphate",Corrosive to metals,Classification not possible,-,-,-,No data available,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
26248-24-8,Sodium tridecylbenzenesulphonate (C13),Corrosive to metals,Classification not possible,,,,"As for those with melting point of >55degC, classification is not possible since test methods applicable to solid substances are not available, whereas as for those with melting point of <55degC, classification is not possible due to lack of data. However, the substance can be included in ""Not classified"" since it is widely used as laundry detergents (CERI-NITE Hazard Assessment, 2006).
","Oct. 23, 2006 (Environmental Hazards: Jan. 25, 2007)"
553-26-4,"4,4'-Bipyridyl",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,2009.3.31
7439-96-5,Manganese,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7782-49-2,Selenium,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12510-42-8,Erionite,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2346-99-8,"Methylcyclohexyl-4-chlorophenylthiophosphate
",Corrosive to metals,Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
131-52-2,Sodium Pentachlorophenate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
1322-98-1,Sodium decylbenzenesulfonate (C10),Corrosive to metals,Classification not possible,,,,"As for those with melting point of >55degC, classification is not possible since test methods applicable to solid substances are not available, whereas for those with melting point of <55degC, classification is not possible due to lack of data. Since the substance is used as laundry detergents (CERI-NITE Hazard Assessment, 2006), it could be included in ""Not classified.""
","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
10034-85-2,hydrogen iodide,Corrosive to metals,Classification not possible,-,-,-,"Although it is corrosive gas as UNRTDG is classified into 2.3 (8) according to the UNRTDG No. (2197), test methods suitable for gaseous substances are not established.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
21908-53-2,Mercury monoxide,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
12001-28-4,Crocidolite,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available. ,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
543-21-5,2-Butynediamide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
14283-07-9,"lithium tetrafluoroborate, anhydrous",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available. UNRTDG 8 (Generic or N.O.S. entry),"Mar. 15, 2007 (Environmental Hazards: Mar. 31, 2006)"
2210-79-9,"2,3-epoxypropyl o-tolyl ether",Corrosive to metals,,,,,0.0,2008.03.21
1341-49-7,Ammonium hydrogendifluoride   ((NH4)(HF2)),Corrosive to metals,Classification not possible,-,-,-,"Although UNRTDG is classified into 8 and II according to the UNRTDG No. (1727), test methods suitable for solid materials are not established and it cannot be classified.","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
156-59-2,"cis-1,2-Dichloroethylene",Corrosive to metals,Not classified,,,,"Classified into Class 3 (UN#1150: 1,2-dichloroethylene) (UN Recommendations on the Transport of Dangerous Goods). ","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
74-96-4,"Ethane, bromo-",Corrosive to metals,Classification not possible,-,-,-,"There is no examination data of metal corrosiveness and it cannot be classified. There is information that it reacts as promptly as with aluminum powders (IARC 52 (1991)), and there is fear of metal corrosion.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
66-81-9,cicloheximide,Corrosive to metals,Classification not possible,-,-,-,"Test methods applicable to solid substances are not available. Non-corrosive to metals (HSDB, 2002) ","Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
66952-49-6,Methasulfocarb ,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
23103-98-2,pirimicarb,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
615-53-2,ethyl methylnitrosocarbamate,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13327-32-7,Beryllium hydroxide,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
8048-12-2,Alkanolamine salts of the ethanol and isopropanol series,Corrosive to metals,Classification not possible,-,-,-,No data available,"Feb. 20, 2007 (Environmental Hazards: Mar. 31, 2006)"
4782-29-0,[(Phthaloylbis(oxy)]bis(tributylstannane),Corrosive to metals,Classification not possible,,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
61789-80-8,Bis(hydrogenated tallow)dimethylammonium chloride,Corrosive to metals,Classification not possible,,,,"Test methods applicable to solid substances are not available (distearyldimethylammonium chloride (C38H80ClN), a main component of commercial products, decomposes at 135degC, which is lower than the melting point (ICSC, 2004), test temperature: 55degC).","Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
52315-07-8,"alpha-Cyano-3-phenoxybenzyl 3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylate; Cypermethrin",Corrosive to metals,Classification not possible,,,,"Test methods applicable to solid substances with melting point of >55degC are not available, whereas No data available on those with melting point of <55degC.","Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-88-7,"Butane, 1,2-epoxy-",Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
17125-80-3,barium hexafluorosilicate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
102-82-9,Tributan-1-ylamine,Corrosive to metals,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
7789-19-7,copper difluoride,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7440-43-9,Cadmium,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 23, 2006"
61931-75-7,Ammonium undecylbenzenesulfonate (C11),Corrosive to metals,Classification not possible,,,,No data available ,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
505-60-2,"Ethane, 1,1'-thiobis[2-chloro-",Corrosive to metals,Classification not possible,-,-,-,No data available,"Aug. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-12-0,"tetrachloro-1,2-difluoroethane",Corrosive to metals,Classification not possible,-,-,-,No data available on corrosion to metals,"Aug. 22, 2006 (Environmental Hazards: Mar. 31, 2006)"
7439-95-4,Magnesium,Corrosive to metals,Not classified,-,-,-,"UNRTDG Class: 4.3, Subsidiary risks Class:  Class: 4.2","Mar. 23, 2006"
111-77-3,2-(2-methoxyethoxy)ethanol,Corrosive to metals,,,,,0.0,2008.03.26
17090-79-8,monensin,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
7757-79-1,Potassium nitrate,Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 5.1,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
111-65-9,Octane,Corrosive to metals,Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
87-68-3,"Butadiene, hexachloro-",Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 6.1,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
50926-11-9,Indium tin oxide ,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
131-11-3,Dimethylphthalate,Corrosive to metals,Classification not possible,-,-,-,No data available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7782-50-5,Chlorine,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to gas substances are not available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-42-3,p-Xylene,Corrosive to metals,Not classified,,,,"Classified into Class 3 (UN Recommendations on the Transport of Dangerous Goods, UN#1307 (Xylene))","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
96-12-8,Dibromochloropropane,Corrosive to metals,Not classified,-,-,-,"UNRTDG Class:  6.1 (Toxic substances), PG II or III","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
80060-09-9,"1-tert-Butyl-3-(2,6-diisopropyl-4-phenoxyphenyl)thiourea; Diafenthiuron",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 145.8degC (Agricultural Chemical Registration Data (2002))). ,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
120068-37-3,"5-Amino-1-[2,6-dichloro-4-(trifluoromethyl)phenyl]-3-cyano-4-[(trifluoromethyl)sulfinyl]pyrazole; Fipronil",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 202.7-203.0degC (Agricultural Chemical Registration Data (2001))). ,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
10102-18-8,sodium selenite,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
627-44-1,diethylmercury,Corrosive to metals,Classification not possible,-,-,-,No data available,"Mar. 23, 2006"
1600-27-7,Mercury diacetate,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
75-47-8,iodoform,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
111-15-9,2-Ethoxyethyl acetate; Ethylene glycol monoethyl ether acetate,Corrosive to metals,Not classified,,,,"Classified into Class 3 (UN Recommendations on the Transport of Dangerous Goods, UN#1172)","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
540-59-0,"1,2-Dichloroethylene",Corrosive to metals,Not classified,,,,Classified into Class 3 (UN#1150) by UN Recommendations on the Transport of Dangerous Goods,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
1303-39-5,zinc arsenate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Nov. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
107-20-0,chloroacetaldehyde,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
ID810,Rock wool,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7773-06-0,Ammonium sulphamate,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
49561-89-9,"1,2,5-Trithiepin-3,4,6,7-tetracarbonitrile",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
76-44-8,heptachlor,Corrosive to metals,Classification not possible,-,-,-,"Although there is information that it corrodes metal (HSDB (Access on Jan. 2006)), test methods suitable for a solids material are not established.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
16090-02-1,"Disodium 2,2'-vinylenebis[5-(4-morpholino-6-anilino-1,3,5-triazin-2-ylamino)benzenesulfonate]; C.I. Fluorescent 260",Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available ,"Sep. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1314-13-2,Zinc oxide,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
2593-15-9,"5-ethoxy-3-trichloromethyl-1,2,4-thiadiazole",Corrosive to metals,Classification not possible,,,,Classification not possible due to lack of data,"Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
98-07-7,"Benzene, (trichloromethyl)-",Corrosive to metals,Classification not possible,-,-,-,"Although classified into the class 8 according to UNRTDG, there is no data used as the basis of metal corrosiveness.","Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
77-78-1,Dimethyl sulfate,Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 6.1,"Feb. 20, 2007 (Environmental Hazards: Feb. 10, 2006)"
7778-74-7,potassium perchlorate,Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 5.1,"Mar. 23, 2006"
556-52-5,"2,3-epoxypropan-1-ol",Corrosive to metals,Classification not possible,-,-,-,No data available,"Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
8022-00-2,Demeton-methyl,Corrosive to metals,Classification not possible,-,-,-,No data available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
64047-88-7,"Sodium 2,4-dichloro-6-nitrophenolate",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
632-99-5,"(4-(4-aminophenyl)(4-iminocyclohexa-2,5-dienylidene)methyl)-2-methylaniline hydrochloride",Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Mar. 23, 2006"
123-19-3,heptan-4-one,Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 3,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1306-23-6,Cadmium sulphide,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
7789-30-2,bromine pentafluoride,Corrosive to metals,Classification not possible,-,-,-,Test methods cannot be applied because of boiling point: 40degC.,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
1563-66-2,Carbofuran,Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available.,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
9004-70-0,"Cellulose, nitrate",Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 1.1D,"Mar. 23, 2006"
1803-12-9,"Triphenyltin N,N'-dimethyldithiocarbamate",Corrosive to metals,Classification not possible,,,,No data available,"Oct. 23, 2006 (Environmental Hazards: Mar. 31, 2006)"
594-42-3,"Methanesulfenyl chloride, trichloro-",Corrosive to metals,Classification not possible,-,-,-,UNRTDG Class: 6.1,"Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-94-5,1-bromopropane,Corrosive to metals,Classification not possible,-,-,-,Classification not possible due to lack of data,2009.3.31
126-98-7,"2-Propenenitrile, 2-methyl-",Corrosive to metals,Not classified,-,-,-,"UNRTDG Class: 3, Subsidiary risks Class: 6.1","May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
25639-42-3,methylcyclohexanol,Corrosive to metals,Not classified,-,-,-,UNRTDG Class: 3,"Mar. 23, 2006 (Environmental Hazards: Feb. 10, 2006)"
626-17-5,Isophthalonitrile,Corrosive to metals,Classification not possible,-,-,-,"Liquid at a test temperature, 55degC. Test methods applicable to solid substances are not available.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
7783-06-4,Hydrogen sulfide,Corrosive to metals,Classification not possible,-,-,-,"Although there is information on caustics to various metals (HSDB (2006)), test methods suitable for gaseous substances are not established.","Jun. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
1314-87-0,Lead sulfide,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available.  ,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
13138-45-9,Nickel dinitrate,Corrosive to metals,Classification not possible,,,,Test methods applicable to solid substances are not available,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
106-44-5,p-Cresol,Corrosive to metals,Classification not possible,,,,"No data available. Corrosivity to metals remains uncertain, though classified as ""corrosive substances"" (as the classification based on UN Recommendations on the Transport of Dangerous Goods includes ""skin corrosivity"") (UN#3455 Cresol (solid)).
","Apr. 20, 2006 (Environmental Hazards: Mar. 31, 2006)"
50854-94-9,Undecylbenzenesulfonic acid (C11),Corrosive to metals,Classification not possible,,,,"Classification not possible due to lack of data. Classified into ""Corrosive Substances"" by the UN Recommendations on the Transport of Dangerous Goods. However, the category includes skin corrosivity, and it is unclear whether the substance is classified as ""metal"" corrosive  (UN#2585 Alkyl sulfonic acids (solid) or Aryl sulfonic acids (solid) (with not more than 5% free sulfuric acid), UN#2586 Alkyl sulfonic acids (liquid) or Aryl sulfonic acids (liquid) (with not more than 5% free sulfuric acid)).
","Oct. 23, 2006 (Environmental Hazards: Jan. 25, 2007)"
7705-08-0,Iron trichloride,Corrosive to metals,Classification not possible,-,-,-,The test suitable for a solids material is not established. (There is a statement that it exerts corrosive effects on a great portion of metal (Hommmel (1991)).,"May 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
17702-41-9,decaborane(14),Corrosive to metals,Classification not possible,-,-,-,Test methods applicable to solid substances are not available. Melting point: >55degC,"Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
124-40-3,Dimethylamine,Corrosive to metals,Classification not possible,-,-,-,"Liquid at a test temperature, 55degC. Test methods applicable to solid substances are not available.","Jul. 24, 2006 (Environmental Hazards: Mar. 31, 2006)"
27176-87-0,Dodecylbenzenesulphonic acid (C12),Corrosive to metals,Classification not possible,,,,"Classification not possible due to lack of data though the substance acts on metals and should not be transported in a metal container (ICSC (2002)). Classified into ""Corrosive Substances"" by the UN Recommendations on the Transport of Dangerous Goods. However, the category includes skin corrosivity, and it is unclear whether the substance is classified as ""metal"" corrosive  (UN#2585 Alkyl sulfonic acids (solid) or Aryl sulfonic acids (solid) (with not more than 5% free sulfuric acid), UN#2586 Alkyl sulfonic acids (liquid) or Aryl sulfonic acids (liquid) (with not more than 5% free sulfuric acid)).","Oct. 23, 2006 (Environmental Hazards: Jan. 25, 2007)"
1194-65-6,"2,6-dichlorobenzonitrile",Corrosive to metals,Classification not possible,,,,"Test methods applicable to solid substances with melting point of >55degC are not available (melting point: 144-145degC (Agricultural Chemical Registration Data)). 
","Dec. 18, 2006 (Environmental Hazards: Mar. 31, 2006)"
